order_id,order_date,customer_id,gross_amount,payment_instrument,contracted_mdr_rate,refund_amount,refund_date,expected_mdr,expected_gst_on_mdr,expected_tds,expected_net_amount
ORD-10741,2026-01-26,CUST-1990,9037.90,Card,0.02,0.00,,180.76,32.54,90.38,8734.22
ORD-10742,2026-01-05,CUST-6876,9559.39,UPI,0.00,0.00,,0.00,0.00,95.59,9463.80
ORD-10743,2026-01-13,CUST-7410,4209.95,UPI,0.00,0.00,,0.00,0.00,42.10,4167.85
ORD-10744,2026-01-08,CUST-8404,3380.71,UPI,0.00,0.00,,0.00,0.00,33.81,3346.90
ORD-10745,2026-01-12,CUST-4278,8457.33,Card,0.02,0.00,,169.15,30.45,84.57,8173.16
ORD-10746,2026-01-19,CUST-1857,6871.49,Wallet,0.018,0.00,,123.69,22.26,68.71,6656.83
ORD-10747,2026-01-30,CUST-5334,9624.07,Card,0.02,0.00,,192.48,34.65,96.24,9300.70
ORD-10748,2026-01-30,CUST-7111,3025.71,Card,0.02,0.00,,60.51,10.89,30.26,2924.05
ORD-10749,2026-01-04,CUST-8957,1134.48,Card,0.02,0.00,,22.69,4.08,11.34,1096.37
ORD-10750,2026-01-23,CUST-5933,11843.28,Card,0.02,0.00,,236.87,42.64,118.43,11445.34
ORD-10751,2026-01-01,CUST-9960,7067.05,UPI,0.00,0.00,,0.00,0.00,70.67,6996.38
ORD-10752,2026-01-03,CUST-6710,8448.59,UPI,0.00,0.00,,0.00,0.00,84.49,8364.10
ORD-10753,2026-01-06,CUST-3103,3175.76,UPI,0.00,0.00,,0.00,0.00,31.76,3144.00
ORD-10754,2026-01-07,CUST-5172,12416.15,NetBanking,0.015,0.00,,186.24,33.52,124.16,12072.23
ORD-10755,2026-01-22,CUST-5988,1195.39,UPI,0.00,0.00,,0.00,0.00,11.95,1183.44
ORD-10756,2026-01-11,CUST-1956,11273.12,NetBanking,0.015,0.00,,169.10,30.44,112.73,10960.85
ORD-10757,2026-01-13,CUST-8002,3774.15,UPI,0.00,0.00,,0.00,0.00,37.74,3736.41
ORD-10758,2026-01-17,CUST-3850,531.90,UPI,0.00,0.00,,0.00,0.00,5.32,526.58
ORD-10759,2026-01-11,CUST-7644,3633.87,UPI,0.00,0.00,,0.00,0.00,36.34,3597.53
ORD-10760,2026-01-18,CUST-4504,11482.08,UPI,0.00,0.00,,0.00,0.00,114.82,11367.26
ORD-10761,2026-01-11,CUST-8609,8538.25,Card,0.02,0.00,,170.77,30.74,85.38,8251.36
ORD-10762,2026-01-10,CUST-1067,14862.05,Card,0.02,0.00,,297.24,53.50,148.62,14362.69
ORD-10763,2026-01-10,CUST-1572,5960.61,UPI,0.00,0.00,,0.00,0.00,59.61,5901.00
ORD-10764,2026-01-24,CUST-1650,13951.26,UPI,0.00,0.00,,0.00,0.00,139.51,13811.75
ORD-10765,2026-01-27,CUST-5996,14935.34,International Card,0.03,0.00,,448.06,80.65,149.35,14257.28
ORD-10766,2026-01-17,CUST-3217,10783.48,Card,0.02,0.00,,215.67,38.82,107.83,10421.16
ORD-10767,2026-01-11,CUST-3961,5563.98,NetBanking,0.015,0.00,,83.46,15.02,55.64,5409.86
ORD-10768,2026-01-11,CUST-4716,1004.98,Card,0.02,0.00,,20.10,3.62,10.05,971.21
ORD-10769,2026-01-22,CUST-3505,8409.38,Card,0.02,0.00,,168.19,30.27,84.09,8126.83
ORD-10770,2026-01-01,CUST-2678,3221.67,UPI,0.00,0.00,,0.00,0.00,32.22,3189.45
ORD-10771,2026-01-17,CUST-5749,1096.95,Card,0.02,203.72,2026-01-21,21.94,3.95,10.97,856.37
ORD-10772,2026-01-12,CUST-2319,12081.60,Wallet,0.018,0.00,,217.47,39.14,120.82,11704.17
ORD-10773,2026-01-24,CUST-9281,6147.93,UPI,0.00,0.00,,0.00,0.00,61.48,6086.45
ORD-10774,2026-01-06,CUST-4875,1362.66,Card,0.02,0.00,,27.25,4.91,13.63,1316.87
ORD-10775,2026-01-11,CUST-8175,1184.61,UPI,0.00,0.00,,0.00,0.00,11.85,1172.76
ORD-10776,2026-01-20,CUST-7582,13267.14,Card,0.02,0.00,,265.34,47.76,132.67,12821.37
ORD-10777,2026-01-13,CUST-2262,10315.12,UPI,0.00,0.00,,0.00,0.00,103.15,10211.97
ORD-10778,2026-01-09,CUST-3259,3400.16,Card,0.02,0.00,,68.00,12.24,34.00,3285.92
ORD-10779,2026-01-25,CUST-8431,14123.44,Card,0.02,0.00,,282.47,50.84,141.23,13648.90
ORD-10780,2026-01-28,CUST-6750,6060.23,Card,0.02,0.00,,121.20,21.82,60.60,5856.61
ORD-10781,2026-01-29,CUST-7034,8367.78,Card,0.02,0.00,,167.36,30.12,83.68,8086.62
ORD-10782,2026-01-26,CUST-9954,7142.79,UPI,0.00,0.00,,0.00,0.00,71.43,7071.36
ORD-10783,2026-01-20,CUST-7628,8042.24,International Card,0.03,0.00,,241.27,43.43,80.42,7677.12
ORD-10784,2026-01-08,CUST-6415,328.85,UPI,0.00,0.00,,0.00,0.00,3.29,325.56
ORD-10785,2026-01-08,CUST-1861,503.71,NetBanking,0.015,0.00,,7.56,1.36,5.04,489.75
ORD-10786,2026-01-04,CUST-9828,4676.69,Wallet,0.018,0.00,,84.18,15.15,46.77,4530.59
ORD-10787,2026-01-04,CUST-6457,5271.15,NetBanking,0.015,0.00,,79.07,14.23,52.71,5125.14
ORD-10788,2026-01-23,CUST-8542,10658.80,Card,0.02,0.00,,213.18,38.37,106.59,10300.66
ORD-10789,2026-01-06,CUST-2289,7681.53,UPI,0.00,0.00,,0.00,0.00,76.82,7604.71
ORD-10790,2026-01-16,CUST-6462,1417.63,UPI,0.00,0.00,,0.00,0.00,14.18,1403.45
ORD-10791,2026-01-25,CUST-7324,6395.39,UPI,0.00,0.00,,0.00,0.00,63.95,6331.44
ORD-10792,2026-01-16,CUST-1529,10074.74,Card,0.02,0.00,,201.49,36.27,100.75,9736.23
ORD-10793,2026-01-15,CUST-7094,8162.74,NetBanking,0.015,0.00,,122.44,22.04,81.63,7936.63
ORD-10794,2026-01-09,CUST-5135,5697.72,UPI,0.00,0.00,,0.00,0.00,56.98,5640.74
ORD-10795,2026-01-16,CUST-1446,8481.77,Card,0.02,0.00,,169.64,30.54,84.82,8196.77
ORD-10796,2026-01-25,CUST-1226,12035.83,UPI,0.00,0.00,,0.00,0.00,120.36,11915.47
ORD-10797,2026-01-27,CUST-3535,3107.00,Wallet,0.018,0.00,,55.93,10.07,31.07,3009.93
ORD-10798,2026-01-19,CUST-2881,13070.17,UPI,0.00,0.00,,0.00,0.00,130.70,12939.47
ORD-10799,2026-01-08,CUST-2695,4335.36,UPI,0.00,0.00,,0.00,0.00,43.35,4292.01
ORD-10800,2026-01-21,CUST-6570,3436.91,UPI,0.00,0.00,,0.00,0.00,34.37,3402.54
ORD-10801,2026-01-22,CUST-7855,8469.74,UPI,0.00,0.00,,0.00,0.00,84.70,8385.04
ORD-10802,2026-01-03,CUST-5482,13430.98,UPI,0.00,0.00,,0.00,0.00,134.31,13296.67
ORD-10803,2026-01-29,CUST-6374,5197.21,International Card,0.03,1176.25,2026-01-30,155.92,28.07,51.97,3785.00
ORD-10804,2026-01-26,CUST-4558,8916.21,Card,0.02,0.00,,178.32,32.10,89.16,8616.63
ORD-10805,2026-01-10,CUST-9112,9484.47,Card,0.02,0.00,,189.69,34.14,94.84,9165.80
ORD-10806,2026-01-01,CUST-4968,5398.05,UPI,0.00,0.00,,0.00,0.00,53.98,5344.07
ORD-10807,2026-01-18,CUST-6850,792.87,UPI,0.00,0.00,,0.00,0.00,7.93,784.94
ORD-10808,2026-01-26,CUST-2134,13644.83,UPI,0.00,0.00,,0.00,0.00,136.45,13508.38
ORD-10809,2026-01-25,CUST-2724,2486.48,UPI,0.00,0.00,,0.00,0.00,24.86,2461.62
ORD-10810,2026-01-17,CUST-4357,14993.45,Card,0.02,0.00,,299.87,53.98,149.93,14489.67
ORD-10811,2026-01-30,CUST-3828,10181.11,Card,0.02,4309.67,2026-02-04,203.62,36.65,101.81,5529.36
ORD-10812,2026-01-20,CUST-1142,13676.96,UPI,0.00,0.00,,0.00,0.00,136.77,13540.19
ORD-10813,2026-01-23,CUST-8069,8357.17,UPI,0.00,0.00,,0.00,0.00,83.57,8273.60
ORD-10814,2026-01-01,CUST-3786,11355.26,UPI,0.00,0.00,,0.00,0.00,113.55,11241.71
ORD-10815,2026-01-12,CUST-2504,11646.04,Wallet,0.018,0.00,,209.63,37.73,116.46,11282.22
ORD-10816,2026-01-27,CUST-4303,3157.65,UPI,0.00,0.00,,0.00,0.00,31.58,3126.07
ORD-10817,2026-01-17,CUST-2504,3706.61,Card,0.02,0.00,,74.13,13.34,37.07,3582.07
ORD-10818,2026-01-23,CUST-5485,5615.11,UPI,0.00,0.00,,0.00,0.00,56.15,5558.96
ORD-10819,2026-01-19,CUST-5917,1495.72,UPI,0.00,0.00,,0.00,0.00,14.96,1480.76
ORD-10820,2026-01-24,CUST-8282,4547.88,UPI,0.00,0.00,,0.00,0.00,45.48,4502.40
ORD-10821,2026-01-27,CUST-9464,9870.08,UPI,0.00,0.00,,0.00,0.00,98.70,9771.38
ORD-10822,2026-01-06,CUST-8538,7693.69,UPI,0.00,0.00,,0.00,0.00,76.94,7616.75
ORD-10823,2026-01-04,CUST-3105,6943.16,Card,0.02,0.00,,138.86,24.99,69.43,6709.88
ORD-10824,2026-01-04,CUST-6366,6647.54,Card,0.02,0.00,,132.95,23.93,66.48,6424.18
ORD-10825,2026-01-14,CUST-9039,4834.82,NetBanking,0.015,0.00,,72.52,13.05,48.35,4700.90
ORD-10826,2026-01-16,CUST-7603,2948.85,UPI,0.00,0.00,,0.00,0.00,29.49,2919.36
ORD-10827,2026-01-12,CUST-1183,9009.15,UPI,0.00,0.00,,0.00,0.00,90.09,8919.06
ORD-10828,2026-01-25,CUST-8678,7622.47,UPI,0.00,0.00,,0.00,0.00,76.22,7546.25
ORD-10829,2026-01-10,CUST-2096,11317.42,Card,0.02,0.00,,226.35,40.74,113.17,10937.16
ORD-10830,2026-01-03,CUST-5247,12297.64,Card,0.02,0.00,,245.95,44.27,122.98,11884.44
ORD-10831,2026-01-15,CUST-2186,3344.22,Card,0.02,0.00,,66.88,12.04,33.44,3231.86
ORD-10832,2026-01-02,CUST-3398,5480.18,Card,0.02,0.00,,109.60,19.73,54.80,5296.05
ORD-10833,2026-01-16,CUST-3230,1784.45,UPI,0.00,0.00,,0.00,0.00,17.84,1766.61
ORD-10834,2026-01-03,CUST-8545,9136.20,NetBanking,0.015,0.00,,137.04,24.67,91.36,8883.13
ORD-10835,2026-01-21,CUST-7589,7390.10,UPI,0.00,0.00,,0.00,0.00,73.90,7316.20
ORD-10836,2026-01-26,CUST-1249,2228.92,Card,0.02,0.00,,44.58,8.02,22.29,2154.03
ORD-10837,2026-01-24,CUST-3672,869.69,UPI,0.00,339.80,2026-01-26,0.00,0.00,8.70,521.19
ORD-10838,2026-01-28,CUST-3773,7942.52,Card,0.02,0.00,,158.85,28.59,79.43,7675.65
ORD-10839,2026-01-10,CUST-5440,14151.36,UPI,0.00,0.00,,0.00,0.00,141.51,14009.85
ORD-10840,2026-01-05,CUST-7009,8737.49,UPI,0.00,0.00,,0.00,0.00,87.37,8650.12
ORD-10841,2026-01-13,CUST-4932,3548.87,NetBanking,0.015,0.00,,53.23,9.58,35.49,3450.57
ORD-10842,2026-01-08,CUST-3866,9949.02,UPI,0.00,0.00,,0.00,0.00,99.49,9849.53
ORD-10843,2026-01-26,CUST-1890,11272.78,Card,0.02,0.00,,225.46,40.58,112.73,10894.01
ORD-10844,2026-01-28,CUST-4961,11944.85,UPI,0.00,0.00,,0.00,0.00,119.45,11825.40
ORD-10845,2026-01-24,CUST-7686,980.93,Card,0.02,0.00,,19.62,3.53,9.81,947.97
ORD-10846,2026-01-08,CUST-3432,3942.30,Card,0.02,0.00,,78.85,14.19,39.42,3809.84
ORD-10847,2026-01-21,CUST-6454,12346.30,UPI,0.00,0.00,,0.00,0.00,123.46,12222.84
ORD-10848,2026-01-08,CUST-7845,12124.57,UPI,0.00,0.00,,0.00,0.00,121.25,12003.32
ORD-10849,2026-01-17,CUST-1165,7107.06,UPI,0.00,0.00,,0.00,0.00,71.07,7035.99
ORD-10850,2026-01-14,CUST-8693,5838.67,NetBanking,0.015,0.00,,87.58,15.76,58.39,5676.94
ORD-10851,2026-01-27,CUST-1268,6995.04,UPI,0.00,0.00,,0.00,0.00,69.95,6925.09
ORD-10852,2026-01-06,CUST-8984,6427.27,Card,0.02,0.00,,128.55,23.14,64.27,6211.31
ORD-10853,2026-01-26,CUST-5485,2586.04,Card,0.02,0.00,,51.72,9.31,25.86,2499.15
ORD-10854,2026-01-17,CUST-6368,10778.35,UPI,0.00,0.00,,0.00,0.00,107.78,10670.57
ORD-10855,2026-01-23,CUST-8566,9269.38,Wallet,0.018,0.00,,166.85,30.03,92.69,8979.81
ORD-10856,2026-01-17,CUST-3466,5449.06,Card,0.02,0.00,,108.98,19.62,54.49,5265.97
ORD-10857,2026-01-16,CUST-2895,4930.85,UPI,0.00,0.00,,0.00,0.00,49.31,4881.54
ORD-10858,2026-01-18,CUST-6184,6772.91,Card,0.02,0.00,,135.46,24.38,67.73,6545.34
ORD-10859,2026-01-14,CUST-2956,1237.60,UPI,0.00,0.00,,0.00,0.00,12.38,1225.22
ORD-10860,2026-01-27,CUST-5827,13627.28,UPI,0.00,0.00,,0.00,0.00,136.27,13491.01
ORD-10861,2026-01-13,CUST-6313,8444.20,UPI,0.00,0.00,,0.00,0.00,84.44,8359.76
ORD-10862,2026-01-11,CUST-4558,3462.60,NetBanking,0.015,0.00,,51.94,9.35,34.63,3366.68
ORD-10863,2026-01-19,CUST-5198,9604.13,Card,0.02,0.00,,192.08,34.57,96.04,9281.44
ORD-10864,2026-01-10,CUST-9849,837.18,Card,0.02,0.00,,16.74,3.01,8.37,809.06
ORD-10865,2026-01-02,CUST-5266,13425.20,Card,0.02,7673.68,2026-01-05,268.50,48.33,134.25,5300.44
ORD-10866,2026-01-14,CUST-7763,5809.80,Wallet,0.018,0.00,,104.58,18.82,58.10,5628.30
ORD-10867,2026-01-18,CUST-2447,8302.58,UPI,0.00,0.00,,0.00,0.00,83.03,8219.55
ORD-10868,2026-01-06,CUST-3671,13288.46,Card,0.02,0.00,,265.77,47.84,132.88,12841.97
ORD-10869,2026-01-11,CUST-8263,14493.06,UPI,0.00,0.00,,0.00,0.00,144.93,14348.13
ORD-10870,2026-01-05,CUST-1725,12342.32,UPI,0.00,0.00,,0.00,0.00,123.42,12218.90
ORD-10871,2026-01-22,CUST-3806,4135.74,International Card,0.03,1661.59,2026-01-27,124.07,22.33,41.36,2286.39
ORD-10872,2026-01-14,CUST-1224,6578.56,UPI,0.00,0.00,,0.00,0.00,65.79,6512.77
ORD-10873,2026-01-10,CUST-2106,13329.37,UPI,0.00,0.00,,0.00,0.00,133.29,13196.08
ORD-10874,2026-01-23,CUST-3971,2131.42,Card,0.02,0.00,,42.63,7.67,21.31,2059.81
ORD-10875,2026-01-10,CUST-1717,10918.64,Card,0.02,0.00,,218.37,39.31,109.19,10551.77
ORD-10876,2026-01-09,CUST-2048,9993.44,Card,0.02,0.00,,199.87,35.98,99.93,9657.66
ORD-10877,2026-01-03,CUST-6578,550.87,NetBanking,0.015,0.00,,8.26,1.49,5.51,535.61
ORD-10878,2026-01-23,CUST-4792,3625.83,NetBanking,0.015,0.00,,54.39,9.79,36.26,3525.39
ORD-10879,2026-01-10,CUST-7197,3362.73,UPI,0.00,1778.81,2026-01-14,0.00,0.00,33.63,1550.29
ORD-10880,2026-01-26,CUST-7799,367.28,Card,0.02,0.00,,7.35,1.32,3.67,354.94
ORD-10881,2026-01-16,CUST-3345,8907.61,UPI,0.00,0.00,,0.00,0.00,89.08,8818.53
ORD-10882,2026-01-02,CUST-5922,8123.45,Card,0.02,0.00,,162.47,29.24,81.23,7850.51
ORD-10883,2026-01-15,CUST-5670,948.48,UPI,0.00,0.00,,0.00,0.00,9.48,939.00
ORD-10884,2026-01-17,CUST-1464,3545.97,NetBanking,0.015,0.00,,53.19,9.57,35.46,3447.75
ORD-10885,2026-01-16,CUST-3851,6860.87,UPI,0.00,0.00,,0.00,0.00,68.61,6792.26
ORD-10886,2026-01-30,CUST-7543,5113.57,Card,0.02,0.00,,102.27,18.41,51.14,4941.75
ORD-10887,2026-01-29,CUST-7940,5149.14,UPI,0.00,0.00,,0.00,0.00,51.49,5097.65
ORD-10888,2026-01-19,CUST-5713,3287.11,UPI,0.00,0.00,,0.00,0.00,32.87,3254.24
ORD-10889,2026-01-29,CUST-5933,5329.07,UPI,0.00,0.00,,0.00,0.00,53.29,5275.78
ORD-10890,2026-01-18,CUST-8108,12444.88,Card,0.02,0.00,,248.90,44.80,124.45,12026.73
ORD-10891,2026-01-02,CUST-2909,4045.46,NetBanking,0.015,0.00,,60.68,10.92,40.45,3933.41
ORD-10892,2026-01-04,CUST-8910,1844.83,Card,0.02,0.00,,36.90,6.64,18.45,1782.84
ORD-10893,2026-01-15,CUST-9339,10161.76,NetBanking,0.015,0.00,,152.43,27.44,101.62,9880.27
ORD-10894,2026-01-20,CUST-7781,8120.25,UPI,0.00,4830.56,2026-01-21,0.00,0.00,81.20,3208.49
ORD-10895,2026-01-10,CUST-7792,2511.78,International Card,0.03,0.00,,75.35,13.56,25.12,2397.75
ORD-10896,2026-01-30,CUST-6308,9640.95,International Card,0.03,0.00,,289.23,52.06,96.41,9203.25
ORD-10897,2026-01-27,CUST-2907,6807.34,Card,0.02,0.00,,136.15,24.51,68.07,6578.61
ORD-10898,2026-01-16,CUST-9207,3182.62,Wallet,0.018,0.00,,57.29,10.31,31.83,3083.19
ORD-10899,2026-01-01,CUST-6002,8431.62,Card,0.02,4293.30,2026-01-06,168.63,30.35,84.32,3855.02
ORD-10900,2026-01-17,CUST-8392,7485.04,UPI,0.00,0.00,,0.00,0.00,74.85,7410.19
ORD-10901,2026-01-21,CUST-7761,11913.66,Card,0.02,0.00,,238.27,42.89,119.14,11513.36
ORD-10902,2026-01-19,CUST-7553,4459.90,UPI,0.00,0.00,,0.00,0.00,44.60,4415.30
ORD-10903,2026-01-03,CUST-1011,2446.28,NetBanking,0.015,0.00,,36.69,6.60,24.46,2378.53
ORD-10904,2026-01-17,CUST-3077,5795.89,UPI,0.00,1924.43,2026-01-20,0.00,0.00,57.96,3813.50
ORD-10905,2026-01-08,CUST-6856,9454.89,Card,0.02,0.00,,189.10,34.04,94.55,9137.20
ORD-10906,2026-01-05,CUST-2269,2138.41,Card,0.02,0.00,,42.77,7.70,21.38,2066.56
ORD-10907,2026-01-11,CUST-6672,14954.26,UPI,0.00,0.00,,0.00,0.00,149.54,14804.72
ORD-10908,2026-01-12,CUST-6543,2070.52,UPI,0.00,0.00,,0.00,0.00,20.71,2049.81
ORD-10909,2026-01-25,CUST-4809,12661.83,UPI,0.00,0.00,,0.00,0.00,126.62,12535.21
ORD-10910,2026-01-19,CUST-2409,10024.60,Wallet,0.018,0.00,,180.44,32.48,100.25,9711.43
ORD-10911,2026-01-12,CUST-3172,565.33,UPI,0.00,0.00,,0.00,0.00,5.65,559.68
ORD-10912,2026-01-05,CUST-8825,2086.79,NetBanking,0.015,0.00,,31.30,5.63,20.87,2028.99
ORD-10913,2026-01-22,CUST-7135,12803.60,International Card,0.03,0.00,,384.11,69.14,128.04,12222.31
ORD-10914,2026-01-16,CUST-5535,11924.43,Card,0.02,0.00,,238.49,42.93,119.24,11523.77
ORD-10915,2026-01-18,CUST-9386,3953.81,Card,0.02,0.00,,79.08,14.23,39.54,3820.96
ORD-10916,2026-01-05,CUST-6874,8983.23,UPI,0.00,0.00,,0.00,0.00,89.83,8893.40
ORD-10917,2026-01-16,CUST-8148,12591.49,UPI,0.00,0.00,,0.00,0.00,125.91,12465.58
ORD-10918,2026-01-15,CUST-6675,13878.96,UPI,0.00,0.00,,0.00,0.00,138.79,13740.17
ORD-10919,2026-01-05,CUST-4866,6150.00,Card,0.02,0.00,,123.00,22.14,61.50,5943.36
ORD-10920,2026-01-15,CUST-1864,401.78,UPI,0.00,0.00,,0.00,0.00,4.02,397.76
ORD-10921,2026-01-14,CUST-3237,8196.43,NetBanking,0.015,0.00,,122.95,22.13,81.96,7969.39
ORD-10922,2026-01-03,CUST-1325,12221.42,UPI,0.00,0.00,,0.00,0.00,122.21,12099.21
ORD-10923,2026-01-05,CUST-5603,3540.77,UPI,0.00,0.00,,0.00,0.00,35.41,3505.36
ORD-10924,2026-01-12,CUST-8754,12479.90,Wallet,0.018,0.00,,224.64,40.44,124.80,12090.02
ORD-10925,2026-01-22,CUST-3575,14934.42,Card,0.02,0.00,,298.69,53.76,149.34,14432.63
ORD-10926,2026-01-26,CUST-8604,4725.01,UPI,0.00,0.00,,0.00,0.00,47.25,4677.76
ORD-10927,2026-01-06,CUST-5103,4865.54,UPI,0.00,0.00,,0.00,0.00,48.66,4816.88
ORD-10928,2026-01-03,CUST-6594,1969.52,Card,0.02,0.00,,39.39,7.09,19.70,1903.34
ORD-10929,2026-01-07,CUST-1242,7599.39,Card,0.02,0.00,,151.99,27.36,75.99,7344.05
ORD-10930,2026-01-13,CUST-7331,11558.98,UPI,0.00,0.00,,0.00,0.00,115.59,11443.39
ORD-10931,2026-01-13,CUST-6162,3104.44,UPI,0.00,0.00,,0.00,0.00,31.04,3073.40
ORD-10932,2026-01-16,CUST-7770,7281.67,Card,0.02,0.00,,145.63,26.21,72.82,7037.01
ORD-10933,2026-01-20,CUST-5306,12519.77,Wallet,0.018,0.00,,225.36,40.56,125.20,12128.65
ORD-10934,2026-01-23,CUST-2802,9639.06,NetBanking,0.015,3364.66,2026-01-29,144.59,26.03,96.39,6007.39
ORD-10935,2026-01-06,CUST-1941,9059.21,Card,0.02,0.00,,181.18,32.61,90.59,8754.83
ORD-10936,2026-01-03,CUST-2466,2208.19,NetBanking,0.015,0.00,,33.12,5.96,22.08,2147.03
ORD-10937,2026-01-07,CUST-8833,11602.62,UPI,0.00,0.00,,0.00,0.00,116.03,11486.59
ORD-10938,2026-01-05,CUST-4892,4873.44,UPI,0.00,0.00,,0.00,0.00,48.73,4824.71
ORD-10939,2026-01-22,CUST-4637,5104.01,Card,0.02,0.00,,102.08,18.37,51.04,4932.52
ORD-10940,2026-01-17,CUST-9557,4747.14,UPI,0.00,0.00,,0.00,0.00,47.47,4699.67
ORD-10941,2026-01-13,CUST-9982,4906.14,Card,0.02,0.00,,98.12,17.66,49.06,4741.30
ORD-10942,2026-01-25,CUST-8008,7687.79,UPI,0.00,0.00,,0.00,0.00,76.88,7610.91
ORD-10943,2026-01-17,CUST-2773,5449.98,UPI,0.00,0.00,,0.00,0.00,54.50,5395.48
ORD-10944,2026-01-24,CUST-1946,202.76,Card,0.02,0.00,,4.06,0.73,2.03,195.94
ORD-10945,2026-01-22,CUST-9435,6074.83,UPI,0.00,0.00,,0.00,0.00,60.75,6014.08
ORD-10946,2026-01-07,CUST-2192,2871.67,UPI,0.00,0.00,,0.00,0.00,28.72,2842.95
ORD-10947,2026-01-18,CUST-7106,5203.65,UPI,0.00,0.00,,0.00,0.00,52.04,5151.61
ORD-10948,2026-01-02,CUST-2539,11068.61,UPI,0.00,0.00,,0.00,0.00,110.69,10957.92
ORD-10949,2026-01-01,CUST-8345,13104.31,Card,0.02,0.00,,262.09,47.18,131.04,12664.00
ORD-10950,2026-01-19,CUST-3339,8196.13,UPI,0.00,0.00,,0.00,0.00,81.96,8114.17
ORD-10951,2026-01-14,CUST-6275,4585.62,UPI,0.00,0.00,,0.00,0.00,45.86,4539.76
ORD-10952,2026-01-27,CUST-5516,1393.11,Wallet,0.018,0.00,,25.08,4.51,13.93,1349.59
ORD-10953,2026-01-07,CUST-4715,3171.41,UPI,0.00,0.00,,0.00,0.00,31.71,3139.70
ORD-10954,2026-01-12,CUST-7365,5524.95,UPI,0.00,0.00,,0.00,0.00,55.25,5469.70
ORD-10955,2026-01-29,CUST-9448,4981.88,International Card,0.03,0.00,,149.46,26.90,49.82,4755.70
ORD-10956,2026-01-06,CUST-5677,9129.35,NetBanking,0.015,0.00,,136.94,24.65,91.29,8876.47
ORD-10957,2026-01-18,CUST-8933,14051.87,Card,0.02,0.00,,281.04,50.59,140.52,13579.72
ORD-10958,2026-01-05,CUST-8797,9345.39,UPI,0.00,0.00,,0.00,0.00,93.45,9251.94
ORD-10959,2026-01-12,CUST-2184,8590.01,UPI,0.00,0.00,,0.00,0.00,85.90,8504.11
ORD-10960,2026-01-07,CUST-4956,1923.59,UPI,0.00,0.00,,0.00,0.00,19.24,1904.35
ORD-10961,2026-01-18,CUST-1421,3401.73,UPI,0.00,1735.71,2026-01-22,0.00,0.00,34.02,1632.00
ORD-10962,2026-01-27,CUST-7748,1208.01,UPI,0.00,0.00,,0.00,0.00,12.08,1195.93
ORD-10963,2026-01-10,CUST-4096,6791.72,UPI,0.00,0.00,,0.00,0.00,67.92,6723.80
ORD-10964,2026-01-14,CUST-6798,9155.32,UPI,0.00,0.00,,0.00,0.00,91.55,9063.77
ORD-10965,2026-01-09,CUST-5524,12330.22,NetBanking,0.015,0.00,,184.95,33.29,123.30,11988.68
ORD-10966,2026-01-21,CUST-9671,12591.11,UPI,0.00,0.00,,0.00,0.00,125.91,12465.20
ORD-10967,2026-01-07,CUST-1924,382.65,UPI,0.00,0.00,,0.00,0.00,3.83,378.82
ORD-10968,2026-01-29,CUST-9226,957.02,UPI,0.00,0.00,,0.00,0.00,9.57,947.45
ORD-10969,2026-01-19,CUST-4138,5865.20,NetBanking,0.015,0.00,,87.98,15.84,58.65,5702.73
ORD-10970,2026-01-04,CUST-1556,8388.70,UPI,0.00,0.00,,0.00,0.00,83.89,8304.81
ORD-10971,2026-01-09,CUST-4899,4019.94,UPI,0.00,0.00,,0.00,0.00,40.20,3979.74
ORD-10972,2026-01-07,CUST-5321,2942.10,UPI,0.00,0.00,,0.00,0.00,29.42,2912.68
ORD-10973,2026-01-01,CUST-3313,14200.37,NetBanking,0.015,0.00,,213.01,38.34,142.00,13807.02
ORD-10974,2026-01-25,CUST-1305,2714.33,UPI,0.00,0.00,,0.00,0.00,27.14,2687.19
ORD-10975,2026-01-16,CUST-4917,3838.54,UPI,0.00,0.00,,0.00,0.00,38.39,3800.15
ORD-10976,2026-01-15,CUST-6649,13935.17,UPI,0.00,0.00,,0.00,0.00,139.35,13795.82
ORD-10977,2026-01-27,CUST-2342,10122.43,Card,0.02,0.00,,202.45,36.44,101.22,9782.32
ORD-10978,2026-01-15,CUST-7280,6348.56,UPI,0.00,0.00,,0.00,0.00,63.49,6285.07
ORD-10979,2026-01-14,CUST-6089,813.14,Wallet,0.018,0.00,,14.64,2.64,8.13,787.73
ORD-10980,2026-01-24,CUST-3653,7458.05,UPI,0.00,0.00,,0.00,0.00,74.58,7383.47
ORD-10981,2026-01-18,CUST-9558,3275.19,Card,0.02,0.00,,65.50,11.79,32.75,3165.15
ORD-10982,2026-01-15,CUST-5683,1276.48,UPI,0.00,0.00,,0.00,0.00,12.76,1263.72
ORD-10983,2026-01-11,CUST-6266,14889.22,UPI,0.00,0.00,,0.00,0.00,148.89,14740.33
ORD-10984,2026-01-22,CUST-5658,11147.31,Card,0.02,2200.33,2026-01-28,222.95,40.13,111.47,8572.43
ORD-10985,2026-01-23,CUST-6979,11027.12,UPI,0.00,0.00,,0.00,0.00,110.27,10916.85
ORD-10986,2026-01-20,CUST-4197,1082.34,Card,0.02,0.00,,21.65,3.90,10.82,1045.97
ORD-10987,2026-01-03,CUST-2191,8319.11,UPI,0.00,0.00,,0.00,0.00,83.19,8235.92
