settlement_id,settlement_date,order_id,claimed_gross_amount,claimed_mdr_amount,claimed_gst_on_mdr,claimed_tds,claimed_refund_deducted,claimed_net_amount
SET-20260130,2026-01-30,ORD-10887,5149.14,0.00,0.00,51.49,0.00,5097.65
SET-20260120,2026-01-20,ORD-10888,3287.11,0.00,0.00,32.87,0.00,3254.24
SET-20260130,2026-01-30,ORD-10889,5329.07,0.00,0.00,53.29,0.00,5275.78
SET-20260119,2026-01-19,ORD-10890,12444.88,248.90,44.80,124.45,0.00,12026.73
SET-20260105,2026-01-05,ORD-10891,4045.46,60.68,10.92,40.45,0.00,3933.41
SET-20260105,2026-01-05,ORD-10892,1844.83,36.90,6.64,18.45,0.00,1782.84
SET-20260116,2026-01-16,ORD-10893,10161.76,152.43,27.44,101.62,0.00,9880.27
SET-20260121,2026-01-21,ORD-10894,8120.25,0.00,0.00,81.20,4830.56,3208.49
SET-20260112,2026-01-12,ORD-10895,2511.78,75.35,13.56,25.12,0.00,2397.75
SET-20260202,2026-02-02,ORD-10896,9640.95,289.23,52.06,96.41,0.00,9203.25
SET-20260128,2026-01-28,ORD-10897,6807.34,136.15,24.51,68.07,0.00,6578.61
SET-20260119,2026-01-19,ORD-10898,3182.62,57.29,10.31,31.83,0.00,3083.19
SET-20260102,2026-01-02,ORD-10899,8431.62,168.63,30.35,84.32,4293.30,3855.02
SET-20260119,2026-01-19,ORD-10900,7485.04,0.00,0.00,74.85,0.00,7410.19
SET-20260122,2026-01-22,ORD-10901,11913.66,238.27,42.89,119.14,0.00,11513.36
SET-20260120,2026-01-20,ORD-10902,4459.90,0.00,0.00,44.60,0.00,4415.30
SET-20260105,2026-01-05,ORD-10903,2446.28,36.69,6.60,24.46,0.00,2378.53
SET-20260119,2026-01-19,ORD-10904,5795.89,0.00,0.00,57.96,1924.43,3813.50
SET-20260109,2026-01-09,ORD-10905,9454.89,189.10,34.04,94.55,0.00,9137.20
SET-20260106,2026-01-06,ORD-10906,2138.41,42.77,7.70,21.38,0.00,2066.56
SET-20260112,2026-01-12,ORD-10907,14954.26,0.00,0.00,149.54,0.00,14804.72
SET-20260113,2026-01-13,ORD-10908,2070.52,0.00,0.00,20.71,0.00,2049.81
SET-20260126,2026-01-26,ORD-10909,12661.83,0.00,0.00,126.62,0.00,12535.21
SET-20260120,2026-01-20,ORD-10910,10024.60,180.44,32.48,100.25,0.00,9711.43
SET-20260113,2026-01-13,ORD-10911,565.33,0.00,0.00,5.65,0.00,559.68
SET-20260106,2026-01-06,ORD-10912,2086.79,31.30,5.63,20.87,0.00,2028.99
SET-20260123,2026-01-23,ORD-10913,12803.60,384.11,69.14,128.04,0.00,12222.31
SET-20260119,2026-01-19,ORD-10914,11924.43,238.49,42.93,119.24,0.00,11523.77
SET-20260119,2026-01-19,ORD-10915,3953.81,79.08,14.23,39.54,0.00,3820.96
SET-20260106,2026-01-06,ORD-10916,8983.23,0.00,0.00,89.83,0.00,8893.40
SET-20260119,2026-01-19,ORD-10917,12591.49,0.00,0.00,125.91,0.00,12465.58
SET-20260116,2026-01-16,ORD-10918,13878.96,0.00,0.00,138.79,0.00,13740.17
SET-20260106,2026-01-06,ORD-10919,6150.00,123.00,22.14,61.50,0.00,5943.36
SET-20260116,2026-01-16,ORD-10920,401.78,0.00,0.00,4.02,0.00,397.76
SET-20260115,2026-01-15,ORD-10921,8196.43,122.95,22.13,81.96,0.00,7969.39
SET-20260105,2026-01-05,ORD-10922,12221.42,0.00,0.00,122.21,0.00,12099.21
SET-20260106,2026-01-06,ORD-10923,3540.77,0.00,0.00,35.41,0.00,3505.36
SET-20260113,2026-01-13,ORD-10924,12479.90,224.64,40.44,124.80,0.00,12090.02
SET-20260123,2026-01-23,ORD-10925,14934.42,298.69,53.76,149.34,0.00,14432.63
SET-20260127,2026-01-27,ORD-10926,4725.01,0.00,0.00,47.25,0.00,4677.76
SET-20260107,2026-01-07,ORD-10927,4865.54,0.00,0.00,48.66,0.00,4816.88
SET-20260105,2026-01-05,ORD-10928,1969.52,39.39,7.09,19.70,0.00,1903.34
SET-20260108,2026-01-08,ORD-10929,7599.39,151.99,27.36,75.99,0.00,7344.05
SET-20260114,2026-01-14,ORD-10930,11558.98,0.00,0.00,115.59,0.00,11443.39
SET-20260114,2026-01-14,ORD-10931,3104.44,0.00,0.00,31.04,0.00,3073.40
SET-20260119,2026-01-19,ORD-10932,7281.67,145.63,26.21,72.82,0.00,7037.01
SET-20260121,2026-01-21,ORD-10933,12519.77,225.36,40.56,125.20,0.00,12128.65
SET-20260126,2026-01-26,ORD-10934,9639.06,144.59,26.03,96.39,3364.66,6007.39
SET-20260107,2026-01-07,ORD-10935,9059.21,181.18,32.61,90.59,0.00,8754.83
SET-20260105,2026-01-05,ORD-10936,2208.19,33.12,5.96,22.08,0.00,2147.03
SET-20260108,2026-01-08,ORD-10937,11602.62,0.00,0.00,116.03,0.00,11486.59
SET-20260106,2026-01-06,ORD-10938,4873.44,0.00,0.00,48.73,0.00,4824.71
SET-20260123,2026-01-23,ORD-10939,5104.01,102.08,18.37,51.04,0.00,4932.52
SET-20260119,2026-01-19,ORD-10940,4747.14,0.00,0.00,47.47,0.00,4699.67
SET-20260114,2026-01-14,ORD-10941,4906.14,98.12,17.66,49.06,0.00,4741.30
SET-20260126,2026-01-26,ORD-10942,7687.79,0.00,0.00,76.88,0.00,7610.91
SET-20260119,2026-01-19,ORD-10943,5449.98,0.00,0.00,54.50,0.00,5395.48
SET-20260126,2026-01-26,ORD-10944,202.76,4.06,0.73,2.03,0.00,195.94
SET-20260123,2026-01-23,ORD-10945,6074.83,0.00,0.00,60.75,0.00,6014.08
SET-20260108,2026-01-08,ORD-10946,2871.67,0.00,0.00,28.72,0.00,2842.95
SET-20260119,2026-01-19,ORD-10947,5203.65,0.00,0.00,52.04,0.00,5151.61
SET-20260105,2026-01-05,ORD-10948,11068.61,0.00,0.00,110.69,0.00,10957.92
SET-20260102,2026-01-02,ORD-10949,13104.31,262.09,47.18,131.04,0.00,12664.00
SET-20260120,2026-01-20,ORD-10950,8196.13,0.00,0.00,81.96,0.00,8114.17
SET-20260115,2026-01-15,ORD-10951,4585.62,0.00,0.00,45.86,0.00,4539.76
SET-20260128,2026-01-28,ORD-10952,1393.11,25.08,4.51,13.93,0.00,1349.59
SET-20260108,2026-01-08,ORD-10953,3171.41,0.00,0.00,31.71,0.00,3139.70
SET-20260113,2026-01-13,ORD-10954,5524.95,0.00,0.00,55.25,0.00,5469.70
SET-20260130,2026-01-30,ORD-10955,4981.88,149.46,26.90,49.82,0.00,4755.70
SET-20260107,2026-01-07,ORD-10956,9129.35,136.94,24.65,91.29,0.00,8876.47
SET-20260119,2026-01-19,ORD-10957,14051.87,281.04,50.59,140.52,0.00,13579.72
SET-20260106,2026-01-06,ORD-10958,9345.39,0.00,0.00,93.45,0.00,9251.94
SET-20260113,2026-01-13,ORD-10959,8590.01,0.00,0.00,85.90,0.00,8504.11
SET-20260108,2026-01-08,ORD-10960,1923.59,0.00,0.00,19.24,0.00,1904.35
SET-20260119,2026-01-19,ORD-10961,3401.73,0.00,0.00,34.02,1735.71,1632.00
SET-20260128,2026-01-28,ORD-10962,1208.01,0.00,0.00,12.08,0.00,1195.93
SET-20260112,2026-01-12,ORD-10963,6791.72,0.00,0.00,67.92,0.00,6723.80
SET-20260115,2026-01-15,ORD-10964,9155.32,0.00,0.00,91.55,0.00,9063.77
SET-20260112,2026-01-12,ORD-10965,12330.22,184.95,33.29,123.30,0.00,11988.68
SET-20260122,2026-01-22,ORD-10966,12591.11,0.00,0.00,125.91,0.00,12465.20
SET-20260108,2026-01-08,ORD-10967,382.65,0.00,0.00,3.83,0.00,378.82
SET-20260130,2026-01-30,ORD-10968,957.02,0.00,0.00,9.57,0.00,947.45
SET-20260120,2026-01-20,ORD-10969,5865.20,87.98,15.84,58.65,0.00,5702.73
SET-20260105,2026-01-05,ORD-10970,8388.70,0.00,0.00,83.89,0.00,8304.81
SET-20260112,2026-01-12,ORD-10971,4019.94,0.00,0.00,40.20,0.00,3979.74
SET-20260108,2026-01-08,ORD-10972,2942.10,0.00,0.00,29.42,0.00,2912.68
SET-20260102,2026-01-02,ORD-10973,14200.37,213.01,38.34,142.00,0.00,13807.02
SET-20260126,2026-01-26,ORD-10974,2714.33,0.00,0.00,27.14,0.00,2687.19
SET-20260119,2026-01-19,ORD-10975,3838.54,0.00,0.00,76.77,0.00,3800.15
SET-20260116,2026-01-16,ORD-10976,13935.17,0.00,0.00,139.35,0.00,13795.82
SET-20260128,2026-01-28,ORD-10977,10122.43,202.45,36.44,101.22,0.00,9782.32
SET-20260116,2026-01-16,ORD-10978,6348.56,0.00,0.00,63.49,0.00,6285.07
SET-20260115,2026-01-15,ORD-10979,813.14,14.64,2.64,8.13,0.00,787.73
SET-20260126,2026-01-26,ORD-10980,7458.05,0.00,0.00,74.58,0.00,7383.47
SET-20260119,2026-01-19,ORD-10981,3275.19,65.50,11.79,32.75,0.00,3165.15
SET-20260116,2026-01-16,ORD-10982,1276.48,0.00,0.00,12.76,0.00,1263.72
SET-20260112,2026-01-12,ORD-10983,14889.22,0.00,0.00,148.89,0.00,14740.33
SET-20260123,2026-01-23,ORD-10984,11147.31,222.95,40.13,111.47,2200.33,8572.43
SET-20260126,2026-01-26,ORD-10985,11027.12,0.00,0.00,110.27,0.00,10916.85
SET-20260121,2026-01-21,ORD-10986,1082.34,21.65,3.90,10.82,0.00,1045.97
SET-20260105,2026-01-05,ORD-10987,8319.11,0.00,0.00,83.19,0.00,8235.92
SET-20260123,2026-01-23,ORD-10988,9565.48,191.31,34.44,95.65,0.00,9244.08
SET-20260109,2026-01-09,ORD-10989,8662.48,0.00,0.00,86.62,0.00,8575.86
SET-20260112,2026-01-12,ORD-10990,4681.88,93.64,16.86,46.82,0.00,4524.56
SET-20260202,2026-02-02,ORD-10991,8987.95,179.76,32.36,89.88,0.00,8685.95
SET-20260126,2026-01-26,ORD-10992,4862.16,0.00,0.00,48.62,0.00,4813.54
SET-20260116,2026-01-16,ORD-10993,5451.51,109.03,19.63,54.52,0.00,5268.33
SET-20260107,2026-01-07,ORD-10994,8597.39,171.95,30.95,85.97,0.00,8308.52
SET-20260119,2026-01-19,ORD-10995,1101.75,22.04,3.97,11.02,0.00,1064.72
SET-20260127,2026-01-27,ORD-10996,7544.34,0.00,0.00,75.44,0.00,7468.90
SET-20260114,2026-01-14,ORD-10997,1749.20,0.00,0.00,17.49,0.00,1731.71
SET-20260102,2026-01-02,ORD-10998,9460.09,189.20,34.06,94.60,0.00,9142.23
SET-20260114,2026-01-14,ORD-10999,13469.30,0.00,0.00,134.69,7149.94,6184.67
SET-20260105,2026-01-05,ORD-11000,12190.38,0.00,0.00,121.90,0.00,12068.48
SET-20260120,2026-01-20,ORD-11001,2875.62,0.00,0.00,28.76,0.00,2846.86
SET-20260126,2026-01-26,ORD-11002,4734.95,94.70,17.05,47.35,0.00,4575.85
SET-20260127,2026-01-27,ORD-11003,9308.23,0.00,0.00,93.08,0.00,9215.15
SET-20260112,2026-01-12,ORD-11004,7867.55,0.00,0.00,78.68,0.00,7788.87
SET-20260121,2026-01-21,ORD-11005,12215.62,0.00,0.00,122.16,0.00,12093.46
SET-20260112,2026-01-12,ORD-11006,14004.74,0.00,0.00,140.05,0.00,13864.69
SET-20260121,2026-01-21,ORD-11007,8555.94,171.12,30.80,85.56,0.00,8268.46
SET-20260114,2026-01-14,ORD-11008,14954.85,299.10,53.84,149.55,0.00,14452.36
SET-20260109,2026-01-09,ORD-11009,928.47,0.00,0.00,9.28,0.00,919.19
SET-20260122,2026-01-22,ORD-11010,13567.71,0.00,0.00,135.68,0.00,13432.03
SET-20260114,2026-01-14,ORD-11011,5477.26,98.59,17.75,54.77,1950.49,3355.66
SET-20260126,2026-01-26,ORD-11012,3303.42,59.46,10.70,33.03,0.00,3200.23
SET-20260126,2026-01-26,ORD-11013,13317.07,0.00,0.00,133.17,0.00,13183.90
SET-20260121,2026-01-21,ORD-11014,1006.10,0.00,0.00,10.06,0.00,996.04
SET-20260127,2026-01-27,ORD-11015,3260.90,0.00,0.00,32.61,0.00,3228.29
SET-20260119,2026-01-19,ORD-11016,4836.34,96.73,17.41,48.36,0.00,4673.84
SET-20260129,2026-01-29,ORD-11017,7946.43,143.04,25.75,79.46,0.00,7698.18
SET-20260112,2026-01-12,ORD-11018,11966.86,0.00,0.00,119.67,0.00,11847.19
SET-20260115,2026-01-15,ORD-11019,9934.20,198.68,35.76,99.34,4907.35,4693.07
SET-20260116,2026-01-16,ORD-11020,1813.40,0.00,0.00,18.13,0.00,1795.27
SET-20260121,2026-01-21,ORD-11021,13157.23,0.00,0.00,131.57,0.00,13025.66
SET-20260128,2026-01-28,ORD-11022,2371.09,47.42,8.54,23.71,0.00,2291.42
SET-20260130,2026-01-30,ORD-11023,5107.93,127.70,0.00,51.08,0.00,5056.85
SET-20260127,2026-01-27,ORD-11024,4818.55,72.28,13.01,48.19,0.00,4685.07
SET-20260115,2026-01-15,ORD-11025,14295.32,0.00,0.00,142.95,0.00,14152.37
SET-20260202,2026-02-02,ORD-11026,12216.80,219.90,39.58,122.17,0.00,11835.15
SET-20260128,2026-01-28,ORD-11027,9048.03,0.00,0.00,90.48,0.00,8957.55
SET-20260105,2026-01-05,ORD-11028,9647.59,0.00,0.00,96.48,0.00,9551.11
SET-20260102,2026-01-02,ORD-11029,3422.15,0.00,0.00,34.22,0.00,3387.93
SET-20260128,2026-01-28,ORD-11030,10214.34,204.29,36.77,102.14,0.00,9871.14
SET-20260106,2026-01-06,ORD-11031,4756.54,118.91,0.00,47.57,0.00,4708.97
SET-20260119,2026-01-19,ORD-11032,10698.95,0.00,0.00,106.99,0.00,10591.96
SET-20260119,2026-01-19,ORD-11033,5572.15,83.58,15.04,55.72,0.00,5417.81
SET-20260126,2026-01-26,ORD-11034,6235.11,93.53,16.84,62.35,3620.78,2441.61
SET-20260119,2026-01-19,ORD-11035,3649.48,72.99,13.14,36.49,0.00,3526.86
SET-20260114,2026-01-14,ORD-11036,2157.86,38.84,6.99,21.58,0.00,2090.45
SET-20260202,2026-02-02,ORD-11037,8255.01,148.59,26.75,82.55,0.00,7997.12
SET-20260113,2026-01-13,ORD-11038,2678.40,0.00,0.00,26.78,431.07,2220.55
SET-20260107,2026-01-07,ORD-11039,14744.55,0.00,0.00,147.45,0.00,14597.10
SET-20260115,2026-01-15,ORD-11040,6448.45,128.97,23.21,64.48,0.00,6231.79
SET-20260119,2026-01-19,UNKNOWN-2963,9801.46,0.00,0.00,98.01,500.00,9703.45
SET-20260127,2026-01-27,ORD-11042,11331.29,0.00,0.00,113.31,0.00,11217.98
SET-20260107,2026-01-07,ORD-11043,4042.13,0.00,0.00,40.42,0.00,4001.71
SET-20260106,2026-01-06,ORD-11044,12958.73,0.00,0.00,129.59,0.00,12829.14
SET-20260123,2026-01-23,UNKNOWN-1837,11185.93,0.00,0.00,111.86,500.00,11074.07
SET-20260115,2026-01-15,ORD-11046,3631.25,72.63,13.07,36.31,0.00,3509.24
SET-20260130,2026-01-30,ORD-11047,1280.45,25.61,4.61,12.80,0.00,1237.43
SET-20260112,2026-01-12,ORD-11048,11290.81,203.23,36.58,112.91,0.00,10938.09
SET-20260105,2026-01-05,ORD-11049,11303.86,0.00,0.00,113.04,0.00,11190.82
SET-20260126,2026-01-26,ORD-11050,5250.42,0.00,0.00,52.50,0.00,5197.92
SET-20260112,2026-01-12,ORD-11051,13017.33,0.00,0.00,130.17,0.00,12887.16
SET-20260127,2026-01-27,ORD-11052,14834.84,0.00,0.00,148.35,0.00,14686.49
SET-20260109,2026-01-09,ORD-11053,11781.00,176.72,31.81,117.81,0.00,11454.66
SET-20260119,2026-01-19,ORD-11054,4152.71,0.00,0.00,41.53,0.00,4111.18
SET-20260116,2026-01-16,ORD-11055,14319.83,0.00,0.00,143.20,7905.52,6271.11
SET-20260107,2026-01-07,ORD-11056,2227.91,0.00,0.00,22.28,0.00,2205.63
SET-20260123,2026-01-23,ORD-11057,4512.14,0.00,0.00,45.12,0.00,4467.02
SET-20260123,2026-01-23,ORD-11058,7495.76,0.00,0.00,74.96,0.00,7420.80
SET-20260202,2026-02-02,ORD-11059,10691.71,320.75,57.74,106.92,0.00,10206.30
SET-20260126,2026-01-26,ORD-11060,11790.79,0.00,0.00,117.91,0.00,11672.88
SET-20260120,2026-01-20,ORD-11061,507.22,10.14,1.83,5.07,270.01,220.17
SET-20260106,2026-01-06,ORD-11062,14340.63,0.00,0.00,143.41,0.00,14197.22
SET-20260113,2026-01-13,ORD-11063,7346.20,0.00,0.00,73.46,0.00,7272.74
SET-20260105,2026-01-05,ORD-11064,7636.49,0.00,0.00,76.36,0.00,7560.13
SET-20260108,2026-01-08,ORD-11065,9167.71,0.00,0.00,91.68,0.00,9076.03
SET-20260114,2026-01-14,ORD-11066,8259.42,0.00,0.00,82.59,0.00,8176.83
SET-20260112,2026-01-12,ORD-11067,6818.58,102.28,18.41,68.19,0.00,6629.70
SET-20260112,2026-01-12,ORD-11068,2505.44,0.00,0.00,25.05,0.00,2480.39
SET-20260119,2026-01-19,ORD-11069,6320.04,0.00,0.00,63.20,0.00,6256.84
SET-20260108,2026-01-08,ORD-11070,14313.76,0.00,0.00,143.14,2713.14,11457.48
SET-20260128,2026-01-28,ORD-11071,2289.75,45.80,8.24,22.90,0.00,2212.81
SET-20260126,2026-01-26,ORD-11072,5847.92,116.96,21.05,58.48,0.00,5651.43
SET-20260116,2026-01-16,ORD-11073,2361.11,42.50,7.65,23.61,0.00,2287.35
SET-20260105,2026-01-05,ORD-11074,9456.42,141.85,25.53,94.56,0.00,9194.48
SET-20260102,2026-01-02,ORD-11075,4842.81,96.86,17.43,48.43,0.00,4680.09
SET-20260108,2026-01-08,ORD-11076,9027.71,135.42,24.38,90.28,0.00,8777.63
SET-20260119,2026-01-19,ORD-11077,4638.48,92.77,16.70,46.38,0.00,4482.63
SET-20260112,2026-01-12,ORD-11078,5565.03,83.48,15.03,55.65,0.00,5410.87
SET-20260115,2026-01-15,ORD-11079,7193.23,0.00,0.00,71.93,0.00,7121.30
SET-20260114,2026-01-14,ORD-11080,10321.28,0.00,0.00,103.21,0.00,10218.07
SET-20260102,2026-01-02,ORD-11081,1024.96,20.50,3.69,10.25,0.00,990.52
SET-20260107,2026-01-07,ORD-11082,1392.60,0.00,0.00,13.93,0.00,1378.67
SET-20260119,2026-01-19,ORD-11083,13680.23,0.00,0.00,136.80,0.00,13543.43
SET-20260202,2026-02-02,ORD-11084,4753.65,85.57,15.40,47.54,0.00,4605.14
SET-20260119,2026-01-19,ORD-11085,11175.18,0.00,0.00,111.75,0.00,11063.43
SET-20260126,2026-01-26,ORD-11086,8111.48,0.00,0.00,81.11,0.00,8030.37
SET-20260106,2026-01-06,ORD-11087,5052.01,0.00,0.00,50.52,0.00,5001.49
SET-20260105,2026-01-05,ORD-11088,7629.72,152.59,27.47,76.30,0.00,7373.36
SET-20260113,2026-01-13,ORD-11089,7588.14,0.00,0.00,75.88,0.00,7512.26
SET-20260127,2026-01-27,ORD-11090,4073.92,81.48,14.67,40.74,0.00,3937.03
SET-20260105,2026-01-05,ORD-11091,8620.54,172.41,31.03,86.21,0.00,8330.89
SET-20260105,2026-01-05,ORD-11092,11985.25,179.78,32.36,119.85,0.00,11653.26
SET-20260105,2026-01-05,ORD-11093,9100.48,0.00,0.00,91.00,0.00,9009.48
SET-20260126,2026-01-26,ORD-11094,11223.41,0.00,0.00,112.23,1473.11,9638.07
SET-20260127,2026-01-27,ORD-11095,11284.65,0.00,0.00,112.85,0.00,11171.80
SET-20260119,2026-01-19,ORD-11096,3220.15,0.00,0.00,32.20,0.00,3187.95
SET-20260114,2026-01-14,ORD-11097,3397.27,61.15,11.01,33.97,0.00,3291.14
SET-20260112,2026-01-12,ORD-11098,6521.15,0.00,0.00,65.21,0.00,6455.94
SET-20260113,2026-01-13,ORD-11099,10667.73,0.00,0.00,106.68,0.00,10561.05
SET-20260127,2026-01-27,ORD-11100,6545.71,0.00,0.00,65.46,1826.13,4654.12
SET-20260126,2026-01-26,ORD-11101,8349.77,0.00,0.00,83.50,0.00,8266.27
SET-20260105,2026-01-05,ORD-11102,12862.16,0.00,0.00,128.62,0.00,12733.54
SET-20260113,2026-01-13,ORD-11103,7832.01,0.00,0.00,78.32,0.00,7753.69
SET-20260119,2026-01-19,ORD-11104,12663.18,316.58,45.59,126.63,0.00,12237.70
SET-20260109,2026-01-09,ORD-11105,8421.36,168.43,30.32,84.21,0.00,8138.40
SET-20260122,2026-01-22,ORD-11106,11696.62,175.45,31.58,116.97,0.00,11372.62
SET-20260105,2026-01-05,ORD-11107,11877.54,0.00,0.00,118.78,0.00,11758.76
SET-20260107,2026-01-07,ORD-11108,11270.64,169.06,30.43,112.71,0.00,10958.44
SET-20260112,2026-01-12,ORD-11109,11133.40,0.00,0.00,111.33,0.00,11022.07
SET-20260112,2026-01-12,ORD-11110,3054.48,0.00,0.00,30.54,0.00,3023.94
SET-20260112,2026-01-12,ORD-11111,1995.28,0.00,0.00,19.95,0.00,1975.33
SET-20260113,2026-01-13,ORD-11112,2783.93,55.68,10.02,27.84,0.00,2690.39
SET-20260126,2026-01-26,ORD-11113,8823.75,0.00,0.00,88.24,0.00,8735.51
SET-20260112,2026-01-12,ORD-11114,2920.01,0.00,0.00,29.20,0.00,2890.81
SET-20260126,2026-01-26,ORD-11115,7448.83,0.00,0.00,74.49,0.00,7374.34
SET-20260122,2026-01-22,ORD-11116,3123.83,46.86,8.43,31.24,0.00,3037.30
SET-20260130,2026-01-30,ORD-11117,7698.95,115.48,20.79,76.99,0.00,7485.69
SET-20260123,2026-01-23,ORD-11118,2225.31,0.00,0.00,22.25,0.00,2203.06
SET-20260126,2026-01-26,ORD-11119,743.35,0.00,0.00,7.43,0.00,735.92
SET-20260126,2026-01-26,ORD-11120,934.99,18.70,3.37,9.35,0.00,903.57
SET-20260120,2026-01-20,ORD-11121,7866.55,157.33,28.32,78.67,0.00,7602.23
SET-20260126,2026-01-26,ORD-11122,6551.41,0.00,0.00,65.51,0.00,6485.90
SET-20260113,2026-01-13,ORD-11123,1890.71,0.00,0.00,18.91,0.00,1871.80
SET-20260112,2026-01-12,ORD-11124,1964.31,0.00,0.00,19.64,0.00,1944.67
SET-20260202,2026-02-02,ORD-11125,1945.99,0.00,0.00,19.46,0.00,1926.53
SET-20260122,2026-01-22,ORD-11126,4083.64,0.00,0.00,40.84,1325.30,2717.50
SET-20260130,2026-01-30,ORD-11127,5119.92,0.00,0.00,51.20,0.00,5068.72
SET-20260113,2026-01-13,ORD-11128,1672.52,33.45,6.02,16.73,0.00,1616.32
SET-20260127,2026-01-27,ORD-11129,7846.09,0.00,0.00,78.46,0.00,7767.63
SET-20260112,2026-01-12,ORD-11130,6943.61,0.00,0.00,69.44,0.00,6874.17
SET-20260123,2026-01-23,ORD-11131,4906.99,88.33,15.90,49.07,0.00,4753.69
SET-20260109,2026-01-09,ORD-11132,8300.41,0.00,0.00,83.00,0.00,8217.41
SET-20260120,2026-01-20,ORD-11133,12810.32,256.21,46.12,128.10,0.00,12379.89
SET-20260113,2026-01-13,ORD-11134,14462.54,0.00,0.00,144.63,0.00,14317.91
SET-20260105,2026-01-05,ORD-11135,6032.53,90.49,16.29,60.33,0.00,5865.42
SET-20260126,2026-01-26,ORD-11136,11541.94,0.00,0.00,115.42,0.00,11426.52
SET-20260106,2026-01-06,ORD-11137,4218.95,0.00,0.00,42.19,0.00,4176.76
SET-20260126,2026-01-26,ORD-11138,10112.37,0.00,0.00,101.12,0.00,10011.25
SET-20260116,2026-01-16,ORD-11139,2491.89,0.00,-0.05,24.92,0.00,2466.97
SET-20260113,2026-01-13,ORD-11140,14933.56,0.00,0.00,149.34,0.00,14784.22
SET-20260119,2026-01-19,ORD-11141,12739.59,0.00,0.00,127.40,0.00,12612.19
SET-20260202,2026-02-02,ORD-11142,6497.48,129.95,23.39,64.97,761.61,5517.56
SET-20260127,2026-01-27,ORD-11143,4666.78,0.00,0.00,46.67,0.00,4620.11
SET-20260106,2026-01-06,ORD-11144,5942.00,89.13,16.04,59.42,0.00,5777.41
SET-20260115,2026-01-15,ORD-11145,6790.06,0.00,0.00,67.90,0.00,6722.16
SET-20260112,2026-01-12,ORD-11146,4278.39,0.00,0.00,42.78,0.00,4235.61
SET-20260109,2026-01-09,ORD-11147,13955.17,0.00,0.00,139.55,0.00,13815.62
SET-20260107,2026-01-07,ORD-11148,1144.16,0.00,0.00,11.44,0.00,1132.72
SET-20260113,2026-01-13,ORD-11149,895.49,0.00,0.00,8.95,0.00,886.54
SET-20260105,2026-01-05,ORD-11150,6631.06,99.47,17.90,66.31,0.00,6447.38
SET-20260105,2026-01-05,ORD-11151,3437.82,0.00,0.00,34.38,0.00,3403.44
SET-20260105,2026-01-05,ORD-11152,6779.69,135.59,24.41,67.80,0.00,6551.89
SET-20260113,2026-01-13,ORD-11153,4638.96,0.00,0.00,46.39,0.00,4592.57
SET-20260127,2026-01-27,ORD-11154,6119.75,0.00,0.00,61.20,0.00,6058.55
SET-20260112,2026-01-12,ORD-11155,446.57,0.00,0.00,4.47,0.00,442.10
SET-20260105,2026-01-05,ORD-11156,4378.24,87.56,15.76,43.78,0.00,4231.14
SET-20260119,2026-01-19,ORD-11157,2139.67,42.79,7.70,21.40,0.00,2067.78
SET-20260116,2026-01-16,ORD-11158,4798.59,0.00,0.00,47.99,0.00,4750.60
SET-20260119,2026-01-19,ORD-11159,8814.64,176.29,31.73,88.15,0.00,8518.47
SET-20260105,2026-01-05,ORD-11160,5913.55,106.44,19.16,59.14,0.00,5728.81
SET-20260123,2026-01-23,ORD-11161,12971.80,0.00,0.00,129.72,0.00,12842.08
SET-20260126,2026-01-26,ORD-11162,6374.03,95.61,17.21,63.74,0.00,6197.47
SET-20260126,2026-01-26,ORD-11163,8453.79,0.00,0.00,84.54,0.00,8369.25
SET-20260106,2026-01-06,ORD-11164,4504.98,0.00,0.00,45.05,0.00,4459.93
SET-20260202,2026-02-02,ORD-11165,3051.61,0.00,0.00,30.52,0.00,3021.09
SET-20260121,2026-01-21,ORD-11166,7180.07,0.00,0.00,71.80,0.00,7108.27
SET-20260105,2026-01-05,ORD-11167,14110.88,0.00,0.00,141.11,0.00,13969.77
SET-20260112,2026-01-12,ORD-11168,6863.50,0.00,0.00,68.64,0.00,3397.43
SET-20260120,2026-01-20,ORD-11169,1631.08,32.62,5.82,16.31,0.00,1576.28
SET-20260122,2026-01-22,ORD-11170,1372.35,0.00,0.00,13.72,266.78,1091.85
SET-20260130,2026-01-30,ORD-11171,6539.61,0.00,0.00,65.40,0.00,6474.21
SET-20260102,2026-01-02,ORD-11172,13420.91,0.00,0.00,134.21,0.00,13286.70
SET-20260127,2026-01-27,ORD-11173,13333.88,200.01,36.00,133.34,0.00,12964.53
SET-20260122,2026-01-22,ORD-11174,13918.23,250.53,45.10,139.18,0.00,13483.42
SET-20260121,2026-01-21,ORD-11175,13378.53,0.00,0.00,133.79,0.00,13244.74
SET-20260116,2026-01-16,ORD-11176,12389.95,247.80,44.60,123.90,0.00,11973.65
SET-20260112,2026-01-12,ORD-11177,6005.55,0.00,0.00,60.06,0.00,5945.49
SET-20260114,2026-01-14,ORD-11178,1145.73,0.00,0.00,11.46,0.00,1134.27
SET-20260105,2026-01-05,ORD-11179,7188.95,143.78,25.88,71.89,0.00,6947.40
SET-20260122,2026-01-22,ORD-11180,13662.01,0.00,-0.05,136.62,0.00,13525.39
SET-20260120,2026-01-20,ORD-11181,1551.62,0.00,0.00,15.52,0.00,1536.10
SET-20260121,2026-01-21,ORD-11182,410.11,0.00,0.00,4.10,0.00,406.01
